index,simplified,traditional,pinyin,definition,examples,hsk_level,traditional_variants,radical_index,pinyin2,pinyin3,numbered_pinyin,numbered_pinyin2,numbered_pinyin3
752,挂,掛,guà,"[""to suspend"",""to put up"",""to hang"",""suspense""]","[{""chinese"":""我不想挂科。"",""english"":""I don't want to fail my exams.""},{""chinese"":""地图挂在墙上。"",""english"":""The map is on the wall.""},{""chinese"":""她把画挂反了。"",""english"":""She hung the picture upside down.""}]",3,,64,,,gua4,,
753,群,群,qún,"[""group"",""crowd"",""multitude"",""mob""]","[{""chinese"":""群鸟南翔。"",""english"":""The birds flew to the south.""},{""chinese"":""他太不合群。"",""english"":""He is unsociable.""},{""chinese"":""獅群殺了角馬。"",""english"":""The lions killed the wildebeest.""}]",3,,123,,,qun2,,
754,龙,龍,lóng,"[""dragon"",""CL:條|条"",""imperial""]","[{""chinese"":""我喜欢火龙果。"",""english"":""I like dragon fruit.""},{""chinese"":""水龙头在滴水。"",""english"":""The faucet is leaking.""},{""chinese"":""水龙头在滴水。"",""english"":""The faucet is dripping.""}]",3,,212,,,long2,,
755,资,資,zī,"[""resources"",""capital"",""to provide""]","[{""chinese"":""你投资多少？"",""english"":""How much do you have invested?""},{""chinese"":""你有资格知道。"",""english"":""You have the right to know.""},{""chinese"":""您想要多少工资？"",""english"":""How much do you want in terms of salary?""}]",3,,154,,,zi1,,
756,丽,麗,lì,"[""beautiful"",""elegant"",""magnificent""]","[{""chinese"":""汤姆爱慕玛丽。"",""english"":""Tom adores Mary.""},{""chinese"":""生活是美丽的。"",""english"":""Life is beautiful.""},{""chinese"":""玛丽非常可爱。"",""english"":""Mary is very cute.""}]",3,,3,,,li4,,
757,跳,跳,tiào,"[""to hop"",""to skip"",""to jump"",""to leap"",""to vault"",""to dance""]","[{""chinese"":""跳进来。"",""english"":""Hop in.""},{""chinese"":""你能跳绳吗？"",""english"":""Can you jump rope?""},{""chinese"":""我想要跳舞。"",""english"":""I'd like to dance.""}]",3,,157,,,tiao4,,
758,反,反,fǎn,"[""reverse"",""opposite"",""contrary"",""anti-""]","[{""chinese"":""这违反规则。"",""english"":""That's against the rules.""},{""chinese"":""她反應很快。"",""english"":""She has a very quick mind.""},{""chinese"":""他反对垄断。"",""english"":""He was opposed to monopolies.""}]",3,,29,,,fan3,,
759,传,傳,chuán,"[""to pass on"",""to propagate"",""to transmit"",""summons""]","[{""chinese"":""把球传给我。"",""english"":""Roll the ball to me.""},{""chinese"":""我听传闻说的。"",""english"":""A little bird told me.""},{""chinese"":""热情具有传染性。"",""english"":""Enthusiasm is contagious.""}]",3,,9,,,chuan2,,
760,采,采,cǎi,"[""to collect"",""to gather"",""to pick"",""to pluck""]","[{""chinese"":""他们根据情报采取行动。"",""english"":""They acted on the information.""},{""chinese"":""我们采取了强有力的预防措施。"",""english"":""We took strong measures to prevent it.""},{""chinese"":""我认为采用他的计划对我们比较好。"",""english"":""I think it's better for us to adopt his plan.""}]",3,"[""採""]",165,,,cai3,,
761,充,充,chōng,"[""sufficient"",""full"",""to fill""]","[{""chinese"":""他充满活力。"",""english"":""He is full of energy.""},{""chinese"":""你的理由很充分。"",""english"":""Your reason is very good.""},{""chinese"":""他依旧充满活力。"",""english"":""He is still very much alive.""}]",3,,10,,,chong1,,
762,础,礎,chǔ,"[""foundation stone"",""plinth"",""basis""]","[{""chinese"":""真正的友谊建立在彼此信任的基础上。"",""english"":""True friendship is based on mutual trust.""}]",3,,112,,,chu3,,
763,朝,朝,cháo,"[""to face"",""direct"",""facing"",""dynasty"",""morning""]","[{""chinese"":""最大的卧室朝南。"",""english"":""The largest bedroom faces south.""},{""chinese"":""把这里翻个底朝天！"",""english"":""Leave no stone unturned.""},{""chinese"":""他朝狗扔了一块肉。"",""english"":""He threw a piece of meat to a dog.""}]",3,,74,,,chao2,,
764,宣,宣,xuān,"[""to proclaim"",""to declare"",""to announce"",""surname""]","[{""chinese"":""他被宣告破产。"",""english"":""He was declared bankrupt.""},{""chinese"":""他宣布与她订婚。"",""english"":""He announced his engagement to her.""},{""chinese"":""你能寄宣傳冊給我嗎？"",""english"":""Could you send me a brochure?""}]",3,,40,,,xuan1,,
765,布,布,bù,"[""cotton"",""linen"",""textiles"",""to announce"",""to declare"",""to spread""]","[{""chinese"":""这是你的布丁。"",""english"":""Here's your pudding.""},{""chinese"":""这是你的布丁。"",""english"":""This is your pudding.""},{""chinese"":""天空布满星辰。"",""english"":""The sky is full of stars.""}]",3,,50,,,bu4,,
766,乱,亂,luàn,"[""in confusion or disorder"",""in a confused state of mind"",""disorder""]","[{""chinese"":""汤姆也很混乱。"",""english"":""Tom was confused, too.""},{""chinese"":""军队镇压了叛乱。"",""english"":""The army quelled the rebellion.""},{""chinese"":""汤姆和玛丽的家很乱。"",""english"":""Tom and Mary's home is cluttered.""}]",3,,5,,,luan4,,
767,创,創,chuàng,"[""to establish"",""to create"",""cut"",""wound"",""trauma""]","[{""chinese"":""上帝创造了世界"",""english"":""God created the world.""},{""chinese"":""那是原创的想法。"",""english"":""That's an original idea.""},{""chinese"":""这药创造了奇迹。"",""english"":""The medicine worked marvels.""}]",3,,18,,,chuang4,,
768,足,足,zú,"[""foot"",""to attain"",""to satisfy"",""enough""]","[{""chinese"":""我踢足球。"",""english"":""I play football.""},{""chinese"":""知足常乐。"",""english"":""Happy is the man who is contented.""},{""chinese"":""我喜歡足球。"",""english"":""I like soccer.""}]",3,,157,,,zu2,,
769,形,形,xíng,"[""form"",""shape"",""to appear"",""to describe"",""to look""]","[{""chinese"":""空气是无形的。"",""english"":""Air is invisible.""},{""chinese"":""汤姆形单影只。"",""english"":""Tom was all alone.""},{""chinese"":""正方形有四个角。"",""english"":""A square has four angles.""}]",3,,59,,,xing2,,
770,初,初,chū,"[""at first"",""beginning"",""first""]","[{""chinese"":""这不是我的初衷。"",""english"":""That wasn't my intent.""},{""chinese"":""这不是我的初衷。"",""english"":""That wasn't my intention.""},{""chinese"":""这不是我的初衷。"",""english"":""That wasn't what I intended.""}]",3,,18,,,chu1,,
771,破,破,pò,"[""to break"",""to rout"",""to ruin"",""to destroy""]","[{""chinese"":""他破产了。"",""english"":""He went bankrupt.""},{""chinese"":""我不能破例。"",""english"":""I can't make an exception.""},{""chinese"":""公司破产了。"",""english"":""The company went bankrupt.""}]",3,,112,,,po4,,
772,危,危,wēi,"[""danger"",""to endanger"",""Taiwan pr.""]","[{""chinese"":""它有危险。"",""english"":""It can be dangerous.""},{""chinese"":""它是危險的!"",""english"":""It's dangerous!""},{""chinese"":""湯姆有危險。"",""english"":""Tom is in danger.""}]",3,,26,,,wei1,,
773,险,險,xiǎn,"[""danger"",""dangerous"",""rugged""]","[{""chinese"":""不要冒险。"",""english"":""Don't run risks.""},{""chinese"":""它有危险。"",""english"":""It can be dangerous.""},{""chinese"":""风险太大。"",""english"":""The risk is too great.""}]",3,,170,,,xian3,,
774,录,錄,lù,"[""diary"",""record"",""to hit""]","[{""chinese"":""我录下了我们的谈话。"",""english"":""I recorded our conversation.""},{""chinese"":""请把他所说的记录下来。"",""english"":""Please write down what he says.""},{""chinese"":""这个磁带录音机不是新的。"",""english"":""This tape recorder is not new.""}]",3,"[""彔""]",58,,,lu4,,
775,团,糰,tuán,"[""sphere"",""circle"",""ball"",""mass"",""lump"",""group""]","[{""chinese"":""你解开谜团了吗？"",""english"":""Have you worked the puzzle out?""},{""chinese"":""你参加社团活动吗？"",""english"":""Do you take part in any community activities?""},{""chinese"":""我想加入你们的团对。"",""english"":""I'd like to join your group.""}]",3,"[""團""]",31,,,tuan2,,
776,追,追,zhuī,"[""to chase"",""to pursue"",""to look into""]","[{""chinese"":""狗追兔子。"",""english"":""The dog chased the rabbit.""},{""chinese"":""我們追著貓。"",""english"":""We ran after the cat.""},{""chinese"":""我盡力追趕他。"",""english"":""I ran as fast as possible to catch up with him.""}]",3,,162,,,zhui1,,
777,积,積,jī,"[""to amass"",""to accumulate"",""to store""]","[{""chinese"":""你必须积极主动。"",""english"":""You have to be proactive.""},{""chinese"":""我只想注意积极方面。"",""english"":""I want to just focus on the positive.""},{""chinese"":""事故似乎和厚厚的积雪有关。"",""english"":""The accident seemed to have something to do with the heavy snow.""}]",3,,115,,,ji1,,
778,架,架,jià,"[""frame"",""rack"",""stand"",""to prop up""]","[{""chinese"":""我不想打這架。"",""english"":""I don't want to have this fight.""},{""chinese"":""那裡有人打過架。"",""english"":""There was a fight.""},{""chinese"":""我折了架紙飛機。"",""english"":""I made a paper plane.""}]",3,,75,,,jia4,,
779,章,章,zhāng,"[""chapter"",""section"",""writing"",""seal""]","[{""chinese"":""你看文章了没？"",""english"":""Did you read the article?""},{""chinese"":""我想写篇文章。"",""english"":""I want to write an article.""},{""chinese"":""這文章胡說八道。"",""english"":""This article is nonsense.""}]",3,,117,,,zhang1,,
780,村,村,cūn,"[""village"",""hamlet"",""vulgar"",""uncouth""]","[{""chinese"":""村里没通电。"",""english"":""The village has no electricity.""},{""chinese"":""到村莊有條窄路。"",""english"":""There's narrow road to the village.""},{""chinese"":""他的村屋在海岸上。"",""english"":""His cottage is on the coast.""}]",3,,75,,,cun1,,
781,彩,彩,cǎi,"[""color"",""hue"",""prize"",""brilliant"",""variegated""]","[{""chinese"":""彩虹橋有多長？"",""english"":""How long is the Rainbow Bridge?""},{""chinese"":""你還買彩票嗎？"",""english"":""Do you still buy lottery tickets?""},{""chinese"":""你买彩票了吗？"",""english"":""Have you bought a raffle ticket yet?""}]",3,,59,,,cai3,,
782,刀,刀,dāo,"[""knife"",""blade"",""single-edged sword""]","[{""chinese"":""把刀放下！"",""english"":""Drop the knife!""},{""chinese"":""你有刀吗？"",""english"":""Do you have a knife?""},{""chinese"":""少一把刀。"",""english"":""There is a knife missing.""}]",3,,18,,,dao1,,
783,误,誤,wù,"[""error"",""fault"",""mistake"",""to delay""]","[{""chinese"":""没有错误。"",""english"":""There's no mistake.""},{""chinese"":""没有错误。"",""english"":""There were no mistakes.""},{""chinese"":""你犯了个错误。"",""english"":""You made an error.""}]",3,,149,,,wu4,,
784,胜,勝,shèng,"[""victory"",""success"",""to beat""]","[{""chinese"":""真理必胜。"",""english"":""Truth will always prevail.""},{""chinese"":""聊胜于无。"",""english"":""Something is better than nothing.""},{""chinese"":""汤姆胜利了。"",""english"":""Tom won.""}]",3,,74,,,sheng4,,
785,制,制,zhì,"[""system"",""to establish"",""to manufacture"",""to overpower""]","[{""chinese"":""控制住自己！"",""english"":""Control yourself!""},{""chinese"":""控制住自己。"",""english"":""Control yourself.""},{""chinese"":""控制住自己。"",""english"":""Control yourselves.""}]",3,"[""製""]",18,,,zhi4,,
786,救,救,jiù,"[""aid"",""help"",""to rescue"",""to save""]","[{""chinese"":""叫救护车。"",""english"":""Call an ambulance.""},{""chinese"":""有人呼救。"",""english"":""Someone yelled for help.""},{""chinese"":""拯救你自己。"",""english"":""Save yourself.""}]",3,,66,,,jiu4,,
787,敢,敢,gǎn,"[""bold"",""brave"",""to dare"",""to venture""]","[{""chinese"":""不敢当。"",""english"":""I don't deserve it.""},{""chinese"":""他很勇敢。"",""english"":""He was brave.""},{""chinese"":""他很勇敢。"",""english"":""He is very brave.""}]",3,,66,,,gan3,,
788,优,優,yōu,"[""excellent"",""superior""]","[{""chinese"":""她举止优雅。"",""english"":""She is graceful.""},{""chinese"":""她看上去十分优雅。"",""english"":""She looks very elegant.""},{""chinese"":""你是个优秀的记者。"",""english"":""You're an excellent journalist.""}]",3,,9,,,you1,,
789,势,勢,shì,"[""power"",""force"",""tendency"",""attitude""]","[{""chinese"":""汤姆有一点势利。"",""english"":""Tom is a bit snobbish.""},{""chinese"":""汤姆对局势一无所知。"",""english"":""Tom knows nothing about the situation.""},{""chinese"":""他们在黎明前控制住了火势。"",""english"":""It was before dawn that they got the fire under control.""}]",3,,19,,,shi4,,
790,杂,雜,zá,"[""mix"",""blend"",""various"",""miscellaneous""]","[{""chinese"":""语法是很复杂的。"",""english"":""Grammar is a very complex thing.""},{""chinese"":""该杂志每月出版。"",""english"":""This magazine comes out every month.""},{""chinese"":""电脑是个复杂的机器。"",""english"":""A computer is a complex machine.""}]",3,,75,,,za2,,
791,志,志,zhì,"[""determination"",""will"",""mark"",""sign"",""to record"",""to write""]","[{""chinese"":""有志者事竟成。"",""english"":""Where there's a will, there's a way.""},{""chinese"":""你的意志力很強。"",""english"":""You've got a strong will.""},{""chinese"":""你的意志力很強。"",""english"":""You've got a lot of willpower.""}]",3,"[""誌""]",61,,,zhi4,,
792,赢,贏,yíng,"[""to win"",""to gain"",""surplus"",""profit""]","[{""chinese"":""我赢了。"",""english"":""I won!""},{""chinese"":""谁赢了？"",""english"":""Who won?""},{""chinese"":""他们赢了。"",""english"":""They won.""}]",3,,154,,,ying2,,
793,待,待,dài,"[""to entertain"",""to receive"",""to treat"",""to delay"",""to wait""]","[{""chinese"":""待著。"",""english"":""Stay.""},{""chinese"":""待在家裡。"",""english"":""Stay home.""},{""chinese"":""不要等待！"",""english"":""Don't wait.""}]",3,,60,,,dai4,,
794,象,象,xiàng,"[""elephant"",""ivory"",""figure"",""image""]","[{""chinese"":""你喜欢大象。"",""english"":""You like elephants.""},{""chinese"":""大象有長鼻子。"",""english"":""An elephant has a long nose.""},{""chinese"":""发挥您的想象力。"",""english"":""Use your imagination.""}]",3,,152,,,xiang4,,
795,费,費,fèi,"[""expenses"",""fees"",""to cost"",""to spend"",""wasteful""]","[{""chinese"":""这是免费的。"",""english"":""It's on the house.""},{""chinese"":""他计算费用。"",""english"":""He calculated the expenses.""},{""chinese"":""这是浪费时间。"",""english"":""It's a waste of time.""}]",3,,154,,,fei4,,
796,皮,皮,pí,"[""skin"",""hide"",""fur"",""feathers""]","[{""chinese"":""將蘋果削皮。"",""english"":""Peel the apple.""},{""chinese"":""將蘋果削皮。"",""english"":""Peel the apples.""},{""chinese"":""我給蘋果削皮。"",""english"":""I peeled an apple.""}]",3,,107,,,pi2,,
