index,simplified,traditional,traditionalVariants,pinyin,pinyin2,pinyin3,numberedPinyin,numberedPinyin2,numberedPinyin3,radicalIndex,hskLevel,lesson,definition,examples,wordExamples
605,种,種,,zhǒng,zhòng,,zhong3,zhong4,,115,3,,seed | kind | type | breed | to plant | to grow (crops),"[{""chinese"": ""我爸爸在田里种水稻。"", ""english"": ""My father grows rice in the fields.""}, {""chinese"": ""这种方法很有效。"", ""english"": ""This type of method is very effective.""}, {""chinese"": ""葵花籽是我最喜欢的种子。"", ""english"": ""Sunflower seeds are my favorite kind of seed.""}]","[{""word"": ""种子"", ""pinyin"": ""zhǒngzǐ"", ""meaning"": ""seed""}, {""word"": ""种类"", ""pinyin"": ""zhǒnglèi"", ""meaning"": ""type; kind; category""}, {""word"": ""种植"", ""pinyin"": ""zhòngzhí"", ""meaning"": ""to plant; to cultivate""}]"
606,需,需,,xū,,,xu1,,,173,3,,to need | to require | to want,"[{""chinese"": ""这个项目需要更多的时间。"", ""english"": ""This project requires more time.""}, {""chinese"": ""我们需要准备充分才行。"", ""english"": ""We need to be fully prepared.""}, {""chinese"": ""生活需要一些意外的惊喜。"", ""english"": ""Life needs some unexpected surprises.""}]","[{""word"": ""需要"", ""pinyin"": ""xūyào"", ""meaning"": ""to need; to require""}, {""word"": ""需求"", ""pinyin"": ""xūqiú"", ""meaning"": ""demand; requirement; need""}, {""word"": ""供不应需"", ""pinyin"": ""gōngbù yìngyìng xū"", ""meaning"": ""supply falls short of demand""}]"
607,希,希,,xī,,,xi1,,,50,3,,rare | scarce | to hope | to expect | to wish,"[{""chinese"": ""我真的希望明天不要下雨。"", ""english"": ""I really hope it won't rain tomorrow.""}, {""chinese"": ""这种材料很稀有和珍贵。"", ""english"": ""This material is rare and precious.""}, {""chinese"": ""他对成功充满了希望。"", ""english"": ""He is full of hope for success.""}]","[{""word"": ""希望"", ""pinyin"": ""xīwàng"", ""meaning"": ""hope; to hope""}, {""word"": ""希望者"", ""pinyin"": ""xīwàngzhě"", ""meaning"": ""volunteer""}, {""word"": ""希罕"", ""pinyin"": ""xīhan"", ""meaning"": ""rare; uncommon""}]"
608,望,望,望,wàng,,,wang4,,,74,3,,to look | to gaze | to expect | to hope | to wish for,"[{""chinese"": ""他向窗外望去，看见了远方的山。"", ""english"": ""He looked out the window and saw mountains in the distance.""}, {""chinese"": ""别失望，我们一定能成功。"", ""english"": ""Don't be disappointed; we will definitely succeed.""}, {""chinese"": ""我望眼欲穿地等待你的消息。"", ""english"": ""I'm eagerly waiting for your news.""}]","[{""word"": ""望远镜"", ""pinyin"": ""wàngyuǎnjìng"", ""meaning"": ""telescope""}, {""word"": ""失望"", ""pinyin"": ""shīwàng"", ""meaning"": ""disappointed; disappointment""}, {""word"": ""盼望"", ""pinyin"": ""pànwàng"", ""meaning"": ""to look forward to; to hope for""}]"
609,况,況,,kuàng,,,kuang4,,,15,3,,situation | condition | state of affairs | moreover | furthermore,"[{""chinese"": ""现在的情况很复杂。"", ""english"": ""The current situation is very complicated.""}, {""chinese"": ""他很聪明，况且他很努力。"", ""english"": ""He is smart, and moreover, he works very hard.""}, {""chinese"": ""看情况决定要不要去。"", ""english"": ""Decide whether to go based on the circumstances.""}]","[{""word"": ""情况"", ""pinyin"": ""qíngkuàng"", ""meaning"": ""situation; circumstances; condition""}, {""word"": ""况且"", ""pinyin"": ""kuàngqiě"", ""meaning"": ""moreover; besides; furthermore""}, {""word"": ""时况"", ""pinyin"": ""shíkuàng"", ""meaning"": ""current situation; times""}]"
610,世,世,,shì,,,shi4,,,1,3,,generation | era | age | world,"[{""chinese"": ""我爷爷是上一个世代的人。"", ""english"": ""My grandfather belongs to the previous generation.""}, {""chinese"": ""这是世界上最困难的问题。"", ""english"": ""This is the most difficult question in the world.""}, {""chinese"": ""他在二十世纪出生。"", ""english"": ""He was born in the twentieth century.""}]","[{""word"": ""世界"", ""pinyin"": ""shìjiè"", ""meaning"": ""world""}, {""word"": ""世纪"", ""pinyin"": ""shìjì"", ""meaning"": ""century""}, {""word"": ""世代"", ""pinyin"": ""shìdài"", ""meaning"": ""generation; era""}]"
611,界,界,,jiè,,,jie4,,,102,3,,boundary | limit | domain | society | the world,"[{""chinese"": ""这条河是两个国家的边界。"", ""english"": ""This river is the boundary between two countries.""}, {""chinese"": ""他在科学界很有名。"", ""english"": ""He is famous in the scientific community.""}, {""chinese"": ""请在规定时间内完成任务。"", ""english"": ""Please complete the task within the stipulated time limit.""}]","[{""word"": ""世界"", ""pinyin"": ""shìjiè"", ""meaning"": ""world""}, {""word"": ""边界"", ""pinyin"": ""biānjiè"", ""meaning"": ""border; boundary""}, {""word"": ""界限"", ""pinyin"": ""jièxiàn"", ""meaning"": ""boundary; limit""}]"
612,内,內,,nèi,,,nei4,,,11,3,,inside | inner | internal,"[{""chinese"": ""请在一周内提交报告。"", ""english"": ""Please submit the report within one week.""}, {""chinese"": ""这件事是公司内部的秘密。"", ""english"": ""This matter is a company internal secret.""}, {""chinese"": ""房间内有很多家具。"", ""english"": ""There is a lot of furniture inside the room.""}]","[{""word"": ""内部"", ""pinyin"": ""nèibù"", ""meaning"": ""interior; internal; inside""}, {""word"": ""以内"", ""pinyin"": ""yǐnèi"", ""meaning"": ""within; inside""}, {""word"": ""内容"", ""pinyin"": ""nèiróng"", ""meaning"": ""content""}]"
613,每,每,,měi,,,mei3,,,80,3,,each | every,"[{""chinese"": ""我每周去健身房三次。"", ""english"": ""I go to the gym three times every week.""}, {""chinese"": ""每个学生都需要带课本。"", ""english"": ""Every student needs to bring their textbook.""}, {""chinese"": ""这家店每天早上八点开门。"", ""english"": ""This shop opens at eight o'clock every morning.""}]","[{""word"": ""每天"", ""pinyin"": ""měitiān"", ""meaning"": ""every day; daily""}, {""word"": ""每次"", ""pinyin"": ""měicì"", ""meaning"": ""every time; each time""}, {""word"": ""每个"", ""pinyin"": ""měigè"", ""meaning"": ""every; each""}]"
614,美,美,,měi,,,mei3,,,123,3,,beautiful | very satisfactory | good,"[{""chinese"": ""这个风景真美，令人陶醉。"", ""english"": ""This scenery is so beautiful that it's intoxicating.""}, {""chinese"": ""她穿的那条裙子很美。"", ""english"": ""The dress she is wearing is very beautiful.""}, {""chinese"": ""这家餐厅的食物美味又便宜。"", ""english"": ""The food at this restaurant is delicious and affordable.""}]","[{""word"": ""美丽"", ""pinyin"": ""měilì"", ""meaning"": ""beautiful""}, {""word"": ""美食"", ""pinyin"": ""měishí"", ""meaning"": ""delicacies; delicious food""}, {""word"": ""美术"", ""pinyin"": ""měishù"", ""meaning"": ""fine arts; art""}]"
615,继,繼,,jì,,,ji4,,,120,3,,to continue | to carry on | to succeed | to inherit,"[{""chinese"": ""比赛结束后，我们继续讨论。"", ""english"": ""After the match ended, we continued discussing.""}, {""chinese"": ""她继承了父亲的公司。"", ""english"": ""She inherited her father's company.""}, {""chinese"": ""今年销售继续增长。"", ""english"": ""Sales continue to grow this year.""}]","[{""word"": ""继续"", ""pinyin"": ""jìxù"", ""meaning"": ""to continue | to go on""}, {""word"": ""继承"", ""pinyin"": ""jìchéng"", ""meaning"": ""to inherit | to succeed to""}, {""word"": ""继后"", ""pinyin"": ""jìhòu"", ""meaning"": ""after that | subsequently""}]"
616,续,續,,xù,,,xu4,,,120,3,,to continue | to replenish,"[{""chinese"": ""合同需要续期三年。"", ""english"": ""The contract needs to be renewed for three more years.""}, {""chinese"": ""他的手机套餐要续费了。"", ""english"": ""His phone plan needs to be renewed.""}, {""chinese"": ""小说续集已经出版。"", ""english"": ""The sequel to the novel has been published.""}]","[{""word"": ""继续"", ""pinyin"": ""jìxù"", ""meaning"": ""to continue | to go on""}, {""word"": ""续费"", ""pinyin"": ""xùfèi"", ""meaning"": ""to renew a fee | to continue paying""}, {""word"": ""续集"", ""pinyin"": ""xùjí"", ""meaning"": ""sequel | continuation""}]"
617,张,張,,zhāng,zhàng,,zhang1,zhang4,,57,3,,to display | to open | to stretch | a measure word for flat objects,"[{""chinese"": ""墙上贴着一张海报。"", ""english"": ""A poster is pasted on the wall.""}, {""chinese"": ""他张开嘴巴惊讶地看着。"", ""english"": ""He opened his mouth in surprise and stared.""}, {""chinese"": ""我买了两张电影票。"", ""english"": ""I bought two movie tickets.""}]","[{""word"": ""紧张"", ""pinyin"": ""jǐnzhāng"", ""meaning"": ""tense | nervous | anxious""}, {""word"": ""张开"", ""pinyin"": ""zhāngkāi"", ""meaning"": ""to open | to spread | to unfold""}, {""word"": ""夸大其词"", ""pinyin"": ""kuādà qīcí"", ""meaning"": ""to exaggerate | to overstate""}]"
618,总,總,,zǒng,zǒng,,zong3,zong3,,61,3,,always | in general | overall | to gather together,"[{""chinese"": ""她总是第一个到达办公室。"", ""english"": ""She is always the first to arrive at the office.""}, {""chinese"": ""总的来说，这个项目很成功。"", ""english"": ""Overall, the project was very successful.""}, {""chinese"": ""我们总共花了五千块。"", ""english"": ""We spent a total of five thousand yuan.""}]","[{""word"": ""总是"", ""pinyin"": ""zǒngshì"", ""meaning"": ""always | invariably""}, {""word"": ""总经理"", ""pinyin"": ""zǒngjīnglǐ"", ""meaning"": ""general manager | CEO""}, {""word"": ""总之"", ""pinyin"": ""zǒngzhī"", ""meaning"": ""in short | in a word | in conclusion""}]"
619,赛,賽,,sài,,,sai4,,,154,3,,to compete | competition | contest | race | match,"[{""chinese"": ""明年我想参加马拉松比赛。"", ""english"": ""I want to participate in a marathon race next year.""}, {""chinese"": ""足球赛今晚八点开始。"", ""english"": ""The football match starts at eight o'clock tonight.""}, {""chinese"": ""他在游泳比赛中获得了金牌。"", ""english"": ""He won a gold medal in the swimming competition.""}]","[{""word"": ""比赛"", ""pinyin"": ""bǐsài"", ""meaning"": ""to compete | competition | game | match""}, {""word"": ""竞赛"", ""pinyin"": ""jìngsài"", ""meaning"": ""competition | contest""}, {""word"": ""赛事"", ""pinyin"": ""sàishì"", ""meaning"": ""sporting event | competition event""}]"
620,任,任,,rèn,rén,,ren4,ren2,,9,3,,to trust | to rely on | to appoint | to bear | duty | office,"[{""chinese"": ""我任命他为项目负责人。"", ""english"": ""I appointed him as the project manager.""}, {""chinese"": ""这个任务很艰巨。"", ""english"": ""This task is very challenging.""}, {""chinese"": ""你可以任意选择。"", ""english"": ""You can choose freely.""}]","[{""word"": ""任务"", ""pinyin"": ""rènwù"", ""meaning"": ""task / assignment / mission""}, {""word"": ""任何"", ""pinyin"": ""rènhé"", ""meaning"": ""any / whatever""}, {""word"": ""职任"", ""pinyin"": ""zhírèn"", ""meaning"": ""position / post / duty""}]"
621,何,何,,hé,,,he2,,,9,3,,what | why | where | which | how,"[{""chinese"": ""你为什么不早点告诉我呢？"", ""english"": ""Why didn't you tell me earlier?""}, {""chinese"": ""这到底是什么意思呢？"", ""english"": ""What on earth does this mean?""}, {""chinese"": ""他对此有何看法？"", ""english"": ""What is his opinion on this?""}]","[{""word"": ""何必"", ""pinyin"": ""hébì"", ""meaning"": ""why / there's no need to""}, {""word"": ""如何"", ""pinyin"": ""rúhé"", ""meaning"": ""how / in what way""}, {""word"": ""何时"", ""pinyin"": ""héshí"", ""meaning"": ""when / at what time""}]"
622,决,決,,jué,,,jue2,,,15,3,,to decide | to determine | to execute,"[{""chinese"": ""我们决定明天出发。"", ""english"": ""We decided to depart tomorrow.""}, {""chinese"": ""最终决定权在你手上。"", ""english"": ""The final decision is in your hands.""}, {""chinese"": ""这个问题很难决断。"", ""english"": ""This problem is difficult to determine.""}]","[{""word"": ""决定"", ""pinyin"": ""juéding"", ""meaning"": ""to decide / decision""}, {""word"": ""解决"", ""pinyin"": ""jiějué"", ""meaning"": ""to solve / to resolve""}, {""word"": ""决心"", ""pinyin"": ""juéxīn"", ""meaning"": ""determination / resolve""}]"
623,连,連,,lián,,,lian2,,,162,3,,to join | to connect | continuous | even,"[{""chinese"": ""连小孩都能理解这个故事。"", ""english"": ""Even a child can understand this story.""}, {""chinese"": ""我们连续工作了八小时。"", ""english"": ""We worked continuously for eight hours.""}, {""chinese"": ""这两个城市由高速公路连接。"", ""english"": ""These two cities are connected by a highway.""}]","[{""word"": ""连续"", ""pinyin"": ""liánxù"", ""meaning"": ""continuous / consecutive""}, {""word"": ""连接"", ""pinyin"": ""lianjiē"", ""meaning"": ""to connect / connection""}, {""word"": ""连忙"", ""pinyin"": ""lianmáng"", ""meaning"": ""hastily / immediately""}]"
624,较,較,,jiào,,,jiao4,,,159,3,,to compare | to dispute | compared to,"[{""chinese"": ""这个方案比较可行。"", ""english"": ""This plan is relatively feasible.""}, {""chinese"": ""他较为谨慎地处理了这个问题。"", ""english"": ""He handled this matter quite cautiously.""}, {""chinese"": ""两个版本相较而言，原版更好。"", ""english"": ""Comparing the two versions, the original is better.""}]","[{""word"": ""比较"", ""pinyin"": ""bǐjiào"", ""meaning"": ""to compare / relatively / fairly""}, {""word"": ""较为"", ""pinyin"": ""jiàowéi"", ""meaning"": ""relatively / quite / rather""}, {""word"": ""竞较"", ""pinyin"": ""jìngjiào"", ""meaning"": ""to compete / to rival""}]"
625,城,城,,chéng,,,cheng2,,,32,3,,castle | city | town | municipality,"[{""chinese"": ""我下午要进城买东西。"", ""english"": ""I need to go into the city this afternoon to shop.""}, {""chinese"": ""这座城堡建于中世纪。"", ""english"": ""This castle was built in the Middle Ages.""}, {""chinese"": ""北京是个大城市。"", ""english"": ""Beijing is a big city.""}]","[{""word"": ""城市"", ""pinyin"": ""chéngshì"", ""meaning"": ""city / urban area""}, {""word"": ""城堡"", ""pinyin"": ""chéngbǎo"", ""meaning"": ""castle / fortress""}, {""word"": ""城镇"", ""pinyin"": ""chéngzhèn"", ""meaning"": ""town / township""}]"
626,式,式,,shì,,,shi4,,,56,3,,formula | pattern | style | system | method,"[{""chinese"": ""这种方式效率很高。"", ""english"": ""This method is very efficient.""}, {""chinese"": ""他喜欢穿中式服装。"", ""english"": ""He likes to wear Chinese-style clothing.""}, {""chinese"": ""按照传统方式举办婚礼。"", ""english"": ""They held the wedding in the traditional way.""}]","[{""word"": ""方式"", ""pinyin"": ""fāngshì"", ""meaning"": ""way / method / manner""}, {""word"": ""模式"", ""pinyin"": ""móshì"", ""meaning"": ""mode / pattern / model""}, {""word"": ""款式"", ""pinyin"": ""kuǎnshì"", ""meaning"": ""style / design / type""}]"
627,解,解,,jiě,jiè,,jie3,jie4,,148,3,,to explain | to understand | to loosen | to solve | to relieve,"[{""chinese"": ""老师给我们解释了这道题。"", ""english"": ""The teacher explained this problem to us.""}, {""chinese"": ""我现在解除了所有疑虑。"", ""english"": ""I've now resolved all my doubts.""}, {""chinese"": ""你能帮我解开这个结吗？"", ""english"": ""Can you help me untie this knot?""}]","[{""word"": ""解决"", ""pinyin"": ""jiějué"", ""meaning"": ""to solve / to settle / to resolve""}, {""word"": ""理解"", ""pinyin"": ""lǐjiě"", ""meaning"": ""to understand / understanding""}, {""word"": ""解释"", ""pinyin"": ""jiěshì"", ""meaning"": ""to explain / explanation""}]"
628,死,死,,sǐ,,,si3,,,78,3,,dead | death | to die | inflexible | impassable,"[{""chinese"": ""他的曾祖父在十年前就去世了。"", ""english"": ""His great-grandfather passed away ten years ago.""}, {""chinese"": ""这条街道已经死了，没人来往。"", ""english"": ""This street is deserted; no one comes or goes.""}, {""chinese"": ""你这样死守规则不太灵活。"", ""english"": ""It's inflexible of you to rigidly stick to the rules like that.""}]","[{""word"": ""死亡"", ""pinyin"": ""sǐwáng"", ""meaning"": ""death / to die""}, {""word"": ""去世"", ""pinyin"": ""qùshì"", ""meaning"": ""to pass away / to die (formal)""}, {""word"": ""死点"", ""pinyin"": ""sǐdiǎn"", ""meaning"": ""dead spot / dead point""}]"
629,员,員,,yuán,,,yuan2,,,30,3,,employee | member | personnel | staff | person (occupational suffix),"[{""chinese"": ""这家餐厅的服务员很专业。"", ""english"": ""The waiters at this restaurant are very professional.""}, {""chinese"": ""公司新招了三个销售员。"", ""english"": ""The company just hired three sales representatives.""}, {""chinese"": ""他是一名优秀的程序员。"", ""english"": ""He is an excellent programmer.""}]","[{""word"": ""服务员"", ""pinyin"": ""fúwùyuán"", ""meaning"": ""waiter / waitress / server""}, {""word"": ""员工"", ""pinyin"": ""yuángōng"", ""meaning"": ""employee / staff member""}, {""word"": ""程序员"", ""pinyin"": ""chéngxùyuán"", ""meaning"": ""programmer / coder""}]"
